date,time_UTC,lat,lon,source_rate_t/h,uncertainty_t/h,source_type,source_country,id
20250522,18:55:22,32.23,-89.39,4,2,Landfill,United States,39418_32_20_2224_64_S5P
20250523,04:46:39,-28.71,140.03,16,10,Gas,Australia,39424_32_20_960_144_S5P
20250523,10:10:30,39.44,53.61,116,56,Oil,Turkmenistan,39427_32_20_2352_183_S5P
20250524,11:15:16,-26.55,28.9,12,5,Coal,South Africa,39442_32_20_1072_0_S5P
20250524,17:58:06,-34.55,-58.7,34,11,Landfill,Argentina,39446_32_20_848_112_S5P
20250525,12:56:18,40.25,-3.64,9,3,Landfill,Spain,39457_32_20_2400_32_S5P
20250526,09:13:33,37.96,53.96,76,32,Oil,Turkmenistan,39469_32_20_2336_64_S5P
20250526,09:15:11,44.32,55.23,68,27,Gas,Kazakhstan,39469_32_20_2448_96_S5P
20250526,09:18:33,56.85,55.56,71,31,Oil,Russian Federation,39469_32_20_2704_144_S5P
20250526,09:18:34,56.26,50.49,37,15,Gas,Russian Federation,39469_32_20_2704_96_S5P
20250526,09:18:47,56.46,47.4,47,22,Landfill,Russian Federation,39469_32_20_2720_64_S5P
20250527,07:16:58,49.6,72.53,21,7,Coal,Kazakhstan,39482_32_20_2624_16_S5P
20250527,08:54:05,37.02,61.92,41,13,Gas,Turkmenistan,39483_32_20_2304_80_S5P
20250527,08:58:28,51.96,55.05,9,3,Landfill,Russian Federation,39483_32_20_2608_64_S5P
20250527,08:59:12,54.36,52.6,97,36,Oil,Russian Federation,39483_32_20_2672_64_S5P
20250527,08:59:48,54.3,44.92,52,18,Landfill,Russian Federation,39483_32_20_2720_32_S5P
20250527,08:59:55,56.68,51.08,16,9,Gas,Russian Federation,39483_32_20_2720_64_S5P
20250527,08:59:59,57.8,55.88,90,44,Landfill,Russian Federation,39483_32_20_2720_112_S5P
20250527,10:39:36,52.04,45.34,135,45,Gas,Russian Federation,39484_32_20_2608_183_S5P
20250527,10:40:21,54.66,44.9,56,21,Gas,Russian Federation,39484_32_20_2656_176_S5P
20250527,11:58:51,-26.5,29.19,5,3,Coal,South Africa,39485_32_20_992_112_S5P
20250527,11:59:00,-26.26,28.06,4,3,Landfill,South Africa,39485_32_20_1024_96_S5P
20250528,08:35:44,37.94,60.98,49,17,Gas,Turkmenistan,39497_32_20_2352_32_S5P
20250528,08:39:34,52.95,61.53,209,69,Gas,Kazakhstan,39497_32_20_2624_96_S5P
20250528,08:41:09,56.18,50.57,60,23,Gas,Russian Federation,39497_32_20_2736_32_S5P
20250528,10:21:51,56.32,51.09,31,12,Gas,Russian Federation,39498_32_20_2672_176_S5P
20250529,13:18:46,31.78,6.07,34,15,Gas,Algeria,39514_32_20_2160_160_S5P
20250530,09:43:23,54.8,54.11,35,25,Gas,Russian Federation,39526_32_20_2640_160_S5P
20250531,09:19:26,37.43,61.22,116,46,Oil,Turkmenistan,39540_32_20_2272_144_S5P
20250531,11:00:17,35.17,40.48,42,17,Landfill,Syria,39541_32_20_2240_176_S5P
20250531,12:42:36,36.78,3.08,50,19,Landfill,Algeria,39542_32_20_2288_64_S5P
20250531,19:27:23,32.64,-96.78,17,14,Landfill,United States,39546_32_20_2224_80_S5P
20250601,07:23:56,54.74,84.14,24,8,Coal,Russian Federation,39553_32_20_2640_128_S5P
20250601,09:01:14,37.78,53.87,263,93,Oil,Turkmenistan,39554_32_20_2336_32_S5P
20250601,09:01:28,38.77,54.14,48,32,Oil,Turkmenistan,39554_32_20_2368_32_S5P
20250601,09:01:47,39.54,53.68,260,114,Oil,Turkmenistan,39554_32_20_2384_32_S5P
20250601,17:10:32,-23.61,-46.5,33,10,Landfill,Brazil,39559_32_20_1056_144_S5P
20250601,19:09:14,32.74,-101.08,59,24,Oil,United States,39560_32_20_2272_0_S5P
20250602,07:04:49,54.22,86.99,34,25,Coal,Russian Federation,39567_32_20_2640_112_S5P
20250602,07:04:59,54.64,86.31,43,17,Coal,Russian Federation,39567_32_20_2656_112_S5P
20250602,07:05:09,54.68,83.71,23,7,Coal,Russian Federation,39567_32_20_2656_96_S5P
20250602,07:08:16,61.4,62.74,67,31,Gas,Russian Federation,39567_32_20_2864_16_S5P
20250602,08:40:18,33.62,73.15,20,9,Landfill,Pakistan,39568_32_20_2208_144_S5P
20250602,08:43:38,42.65,56.41,64,20,Gas,Uzbekistan,39568_32_20_2432_16_S5P
20250602,08:43:40,43.44,58.74,98,30,Gas,Uzbekistan,39568_32_20_2432_48_S5P
20250602,08:48:24,61.78,62.71,81,46,Gas,Russian Federation,39568_32_20_2784_144_S5P
20250602,11:46:33,-26.83,28.32,11,7,Coal,South Africa,39570_32_20_992_64_S5P
20250602,11:46:45,-25.8,28.7,4,2,Coal,South Africa,39570_32_20_1024_64_S5P
20250602,11:48:54,-18.5,26.45,16,7,Coal,Zimbabwe,39570_32_20_1168_48_S5P
20250602,18:50:57,39.09,-84.09,8,4,Landfill,United States,39574_32_20_2320_128_S5P
20250602,18:51:50,38.76,-96.99,124,40,Gas,United States,39574_32_20_2384_16_S5P
20250603,08:23:24,37.47,61.76,75,29,Gas,Turkmenistan,39582_32_20_2352_16_S5P
20250603,10:07:21,48.15,38.4,14,5,Gas,Ukraine,39583_32_20_2512_64_S5P
20250603,10:07:47,49.5,36.93,22,8,Gas,Ukraine,39583_32_20_2560_64_S5P
20250603,11:30:17,-18.49,26.37,21,9,Coal,Zimbabwe,39584_32_20_1184_0_S5P
20250603,11:30:22,-16.13,33.61,15,8,Coal,Mozambique,39584_32_20_1200_96_S5P
20250603,18:31:28,37.57,-77.85,4,2,Gas,United States,39588_32_20_2288_144_S5P
20250603,18:31:35,37.32,-82.34,20,10,Coal,United States,39588_32_20_2288_96_S5P
20250603,18:32:14,40.05,-80.36,71,31,Coal,United States,39588_32_20_2352_112_S5P
20250604,04:41:52,37.82,112.96,50,15,Coal,China,39594_32_20_2384_0_S5P
20250604,06:27:24,54.28,87.08,24,12,Coal,Russian Federation,39595_32_20_2672_32_S5P
20250604,08:04:50,37.54,62.05,63,20,Landfill,Turkmenistan,39596_32_20_2368_0_S5P
20250604,08:05:02,41.36,69.16,21,10,Gas,Uzbekistan,39596_32_20_2384_32_S5P
20250604,13:08:22,37.3,-5.89,13,6,Landfill,Spain,39599_32_20_2304_48_S5P
20250605,09:29:25,49.1,50.8,66,22,Gas,Kazakhstan,39611_32_20_2528_96_S5P
20250605,11:08:46,41.37,27.02,16,6,Coal,Turkiye,39612_32_20_2368_80_S5P
20250605,12:42:02,12.97,13.53,144,59,Unclassified,Nigeria,39613_32_20_1792_144_S5P
20250605,17:33:19,-34.61,-58.45,14,6,Landfill,Argentina,39616_32_20_848_32_S5P
20250606,07:32:05,58.83,70.04,426,182,Oil,Russian Federation,39624_32_20_2736_48_S5P
20250606,09:03:18,24.92,67.19,67,30,Landfill,Pakistan,39625_32_20_2032_160_S5P
20250606,09:07:55,39.27,53.82,105,33,Oil,Turkmenistan,39625_32_20_2352_48_S5P
20250606,09:14:27,63.65,53.66,18,12,Landfill,Russian Federation,39625_32_20_2816_128_S5P
20250606,10:47:34,34.64,41.32,16,7,Landfill,Iraq,39626_32_20_2224_160_S5P
20250606,18:53:11,-41.76,-65.38,32,14,Landfill,Argentina,39631_32_20_656_160_S5P
20250607,08:44:31,24.89,67.07,54,23,Landfill,Pakistan,39639_32_20_2032_96_S5P
20250607,10:25:41,24.69,46.91,30,19,Landfill,Saudi Arabia,39640_32_20_2016_144_S5P
20250607,10:28:43,34.74,41.01,33,12,Oil,Syria,39640_32_20_2208_112_S5P
20250608,05:12:26,58.86,106.97,17,8,Landfill,Russian Federation,39651_32_20_2736_64_S5P
20250608,08:33:53,53.31,58.93,10,5,Landfill,Russian Federation,39653_32_20_2624_48_S5P
20250608,10:10:09,35.15,40.76,10,3,Oil,Syria,39654_32_20_2240_48_S5P
20250608,10:10:14,35.41,40.37,12,4,Oil,Syria,39654_32_20_2256_48_S5P
20250608,13:33:47,38.74,-3.94,36,15,Landfill,Spain,39656_32_20_2288_128_S5P
20250608,13:34:09,40.15,-3.92,31,18,Landfill,Spain,39656_32_20_2320_144_S5P
20250608,20:17:52,31.83,-104.01,44,31,Oil,United States,39660_32_20_2160_128_S5P
20250609,09:51:30,37.95,53.95,93,41,Oil,Turkmenistan,39668_32_20_2272_160_S5P
20250609,11:18:00,-16.19,33.83,9,4,Coal,Mozambique,39669_32_20_1200_64_S5P
20250609,11:34:49,44.37,26.33,27,18,Landfill,Romania,39669_32_20_2400_160_S5P
20250609,20:00:04,35.95,-102.07,6,3,Gas,United States,39674_32_20_2240_112_S5P
20250610,04:10:32,-23.32,148.87,13,6,Coal,Australia,39679_32_20_1040_144_S5P
20250610,04:10:34,-23.05,148.58,20,9,Coal,Australia,39679_32_20_1024_144_S5P
20250610,04:35:22,62.86,116.88,97,40,Gas,Russian Federation,39679_32_20_2816_96_S5P
20250610,07:57:23,55.37,55.95,38,13,Gas,Russian Federation,39681_32_20_2736_0_S5P
20250610,09:32:41,38.23,54.52,61,21,Oil,Turkmenistan,39682_32_20_2288_128_S5P
20250610,09:33:00,39.37,54.27,207,63,Oil,Turkmenistan,39682_32_20_2304_128_S5P
20250610,09:36:01,50.33,58.21,82,26,Landfill,Kazakhstan,39682_32_20_2512_176_S5P
20250610,09:36:05,50.67,58.53,126,42,Gas,Kazakhstan,39682_32_20_2528_183_S5P
20250610,09:37:38,55.67,49.88,45,17,Gas,Russian Federation,39682_32_20_2640_128_S5P
20250610,09:37:40,56.11,52.77,59,25,Oil,Russian Federation,39682_32_20_2656_160_S5P
20250610,17:39:39,-34.56,-58.64,46,22,Landfill,Argentina,39687_32_20_816_48_S5P
20250611,03:51:06,-25.62,149.09,9,5,Gas,Australia,39693_32_20_992_80_S5P
20250611,03:51:47,-23.09,148.58,11,6,Coal,Australia,39693_32_20_1040_96_S5P
20250611,07:36:24,51.71,75.42,26,14,Coal,Kazakhstan,39695_32_20_2576_64_S5P
20250611,07:39:08,61.53,70.07,32,17,Oil,Russian Federation,39695_32_20_2800_80_S5P
20250611,09:13:52,37.77,54.18,126,48,Oil,Turkmenistan,39696_32_20_2304_64_S5P
20250611,09:14:16,39.44,54.24,213,73,Oil,Turkmenistan,39696_32_20_2336_64_S5P
20250611,09:17:54,50.32,43.72,114,36,Gas,Russian Federation,39696_32_20_2576_32_S5P
20250611,17:22:53,-25.51,-49.33,13,7,Landfill,Brazil,39701_32_20_992_144_S5P
20250611,17:42:30,39.91,-79.92,80,38,Coal,United States,39701_32_20_2400_16_S5P
20250612,03:32:24,-25.8,148.89,9,4,Gas,Australia,39707_32_20_1008_32_S5P
20250612,05:31:13,36.36,112.68,59,19,Coal,China,39708_32_20_2256_80_S5P
20250612,07:09:52,27.02,94.59,16,10,Oil,India,39709_32_20_2048_144_S5P
20250612,07:17:40,54.17,86.07,27,9,Coal,Russian Federation,39709_32_20_2608_128_S5P
20250612,07:17:54,54.68,83.46,23,11,Landfill,Russian Federation,39709_32_20_2624_112_S5P
20250612,08:55:31,38.73,54.26,48,18,Oil,Turkmenistan,39710_32_20_1664_16_S5P
20250612,08:55:41,39.38,53.64,49,16,Oil,Turkmenistan,39710_32_20_1680_16_S5P
20250612,08:56:48,43.7,53.15,85,28,Oil,Kazakhstan,39710_32_20_1760_32_S5P
20250612,11:59:21,-26.14,28.98,8,4,Coal,South Africa,39712_32_20_992_112_S5P
20250612,12:17:28,36.71,10.04,14,7,Landfill,Tunisia,39712_32_20_2272_64_S5P
20250613,06:58:34,53.72,91.01,27,10,Coal,Russian Federation,39723_32_20_2592_128_S5P
20250613,06:58:51,54.1,87.2,58,28,Coal,Russian Federation,39723_32_20_2624_112_S5P
20250613,06:59:05,54.6,86.13,44,20,Coal,Russian Federation,39723_32_20_2640_96_S5P
20250613,06:59:13,55.53,86.1,6,3,Coal,Russian Federation,39723_32_20_2656_112_S5P
20250613,08:35:52,38.54,65.97,18,9,Gas,Uzbekistan,39724_32_20_2288_80_S5P
20250613,08:36:02,37.38,60.63,63,21,Gas,Turkmenistan,39724_32_20_2320_32_S5P
20250613,08:36:55,38.61,54.72,100,33,Oil,Turkmenistan,39724_32_20_2384_0_S5P
20250613,10:16:33,35.53,40.57,35,12,Oil,Syria,39725_32_20_2240_64_S5P
20250614,06:36:25,43.01,101.22,16,6,Landfill,Mongolia,39737_32_20_2368_144_S5P
20250614,06:39:42,53.69,91.02,14,6,Coal,Russian Federation,39737_32_20_2608_96_S5P
20250614,09:56:01,30.71,49.87,53,32,Oil,Iran,39739_32_20_2144_96_S5P
20250614,09:56:11,31.18,49.04,10,3,Oil,Iran,39739_32_20_2160_96_S5P
20250614,09:58:09,38.8,54.4,54,22,Oil,Turkmenistan,39739_32_20_2272_183_S5P
20250614,09:58:23,39.47,53.79,207,75,Oil,Turkmenistan,39739_32_20_2304_176_S5P
20250614,13:21:46,40.35,-3.58,26,10,Landfill,Spain,39741_32_20_2336_112_S5P
20250615,11:24:15,50.0,18.76,12,4,Coal,Poland,39754_32_20_2544_64_S5P
20250615,13:02:59,40.0,-3.57,13,7,Landfill,Spain,39755_32_20_2352_64_S5P
20250616,05:54:27,28.66,112.52,41,22,Landfill,China,39765_32_20_2096_128_S5P
20250616,09:19:41,36.97,61.29,34,13,Oil,Turkmenistan,39767_32_20_2240_144_S5P
20250616,19:28:16,34.47,-97.41,13,9,Gas,United States,39773_32_20_2224_64_S5P
20250616,21:10:23,37.18,-121.06,8,4,Landfill,United States,39774_32_20_2272_96_S5P
20250617,09:00:55,37.57,62.55,223,71,Gas,Turkmenistan,39781_32_20_2256_112_S5P
20250617,10:41:03,32.75,38.77,18,9,Gas,Jordan,39782_32_20_2160_112_S5P
20250617,12:05:37,-26.51,29.22,22,8,Coal,South Africa,39783_32_20_960_128_S5P
20250617,20:51:10,35.59,-119.59,33,12,Oil,United States,39788_32_20_2240_64_S5P
20250618,07:05:13,54.1,87.49,59,36,Coal,Russian Federation,39794_32_20_2608_128_S5P
20250618,07:05:18,54.0,86.7,74,28,Coal,Russian Federation,39794_32_20_2608_96_S5P
20250618,07:05:23,54.72,86.0,49,25,Coal,Russian Federation,39794_32_20_2640_112_S5P
20250618,07:05:27,54.63,83.59,15,8,Landfill,Russian Federation,39794_32_20_2640_80_S5P
20250618,08:40:05,31.67,72.39,15,8,Landfill,Pakistan,39795_32_20_2128_144_S5P
20250618,08:41:58,37.87,67.47,17,8,Gas,Uzbekistan,39795_32_20_2272_112_S5P
20250618,10:22:17,32.58,38.88,6,4,Gas,Jordan,39796_32_20_2176_64_S5P
20250618,18:30:22,-33.33,-58.97,99,45,Landfill,Argentina,39801_32_20_800_176_S5P
20250618,20:31:45,35.81,-102.22,24,9,Gas,United States,39802_32_20_2240_183_S5P
20250618,20:33:28,41.47,-109.69,21,10,Gas,United States,39802_32_20_2352_144_S5P
20250619,06:46:07,53.81,90.96,27,12,Coal,Russian Federation,39808_32_20_2608_112_S5P
20250619,06:46:14,53.66,88.07,23,18,Coal,Russian Federation,39808_32_20_2608_80_S5P
20250619,06:46:30,54.5,86.27,46,18,Coal,Russian Federation,39808_32_20_2624_80_S5P
20250619,06:49:39,64.53,74.94,15,5,Oil,Russian Federation,39808_32_20_2864_48_S5P
20250619,06:49:39,65.21,78.73,31,17,Oil,Russian Federation,39808_32_20_2864_80_S5P
20250619,06:50:03,65.78,74.52,79,34,Gas,Russian Federation,39808_32_20_2896_64_S5P
20250619,06:50:23,62.92,62.41,26,13,Oil,Russian Federation,39808_32_20_2912_0_S5P
20250619,08:30:12,62.94,62.45,38,21,Oil,Russian Federation,39809_32_20_2784_128_S5P
20250619,10:03:48,35.4,51.01,64,27,Gas,Iran,39810_32_20_2224_144_S5P
20250619,10:04:47,39.44,53.71,148,60,Oil,Turkmenistan,39810_32_20_2304_176_S5P
20250619,11:30:35,-18.42,26.6,5,4,Coal,Zimbabwe,39811_32_20_1168_16_S5P
20250619,18:11:12,-34.54,-58.5,109,40,Landfill,Argentina,39815_32_20_784_144_S5P
20250619,18:11:42,-33.32,-61.9,20,7,Landfill,Argentina,39815_32_20_832_112_S5P
20250619,20:12:56,36.44,-99.69,86,32,Gas,United States,39816_32_20_2240_160_S5P
20250620,04:20:39,-32.61,151.07,11,7,Coal,Australia,39821_32_20_832_176_S5P
20250620,09:45:33,38.62,54.31,63,31,Oil,Turkmenistan,39824_32_20_2272_144_S5P
20250620,09:45:48,39.32,54.36,128,43,Oil,Turkmenistan,39824_32_20_2304_144_S5P
20250620,11:12:07,-16.18,33.69,9,3,Coal,Mozambique,39825_32_20_1200_32_S5P
20250620,17:52:19,-34.67,-58.31,82,33,Landfill,Argentina,39829_32_20_800_96_S5P
20250620,19:53:32,33.6,-104.64,59,19,Gas,United States,39830_32_20_2208_64_S5P
20250620,21:35:44,37.51,-121.1,57,22,Landfill,United States,39831_32_20_2256_160_S5P
20250621,04:01:46,-32.65,151.01,25,10,Coal,Australia,39835_32_20_848_128_S5P
20250621,06:03:20,37.94,113.41,48,23,Coal,China,39836_32_20_2272_160_S5P
20250621,09:26:33,37.84,54.09,69,25,Oil,Turkmenistan,39838_32_20_2288_96_S5P
20250621,09:27:31,41.97,59.29,55,17,Gas,Turkmenistan,39838_32_20_2368_160_S5P
20250621,09:29:39,47.51,45.61,54,18,Oil,Russian Federation,39838_32_20_2496_48_S5P
20250622,10:48:06,35.29,40.52,21,8,Oil,Syria,39853_32_20_2208_160_S5P
20250624,08:30:07,40.44,71.79,16,7,Gas,Uzbekistan,39880_32_20_2336_144_S5P
20250624,11:34:36,-26.58,29.24,17,6,Coal,South Africa,39882_32_20_992_32_S5P
20250624,11:34:47,-26.1,28.17,13,4,Landfill,South Africa,39882_32_20_1008_16_S5P
20250625,13:15:03,37.23,-5.91,9,4,Landfill,Spain,39897_32_20_2288_64_S5P
20250626,04:11:13,-21.94,148.87,34,12,Coal,Australia,39906_32_20_1040_160_S5P
20250626,09:33:00,38.63,54.29,120,36,Oil,Turkmenistan,39909_32_20_2304_112_S5P
20250626,09:33:22,39.38,53.27,87,27,Oil,Turkmenistan,39909_32_20_2320_112_S5P
20250626,09:34:28,43.53,53.6,22,13,Gas,Kazakhstan,39909_32_20_2384_128_S5P
20250626,12:38:55,-22.82,14.55,54,18,Landfill,Namibia,39911_32_20_1072_64_S5P
20250626,12:54:15,32.15,6.28,9,6,Gas,Algeria,39911_32_20_2160_128_S5P
20250626,12:57:02,40.31,-4.1,6,3,Landfill,Spain,39911_32_20_2368_32_S5P
20250626,17:40:04,-34.43,-58.62,78,50,Landfill,Argentina,39914_32_20_832_64_S5P
20250627,07:34:53,43.54,71.43,15,5,Landfill,Kazakhstan,39922_32_20_2464_0_S5P
20250627,09:14:42,39.51,53.19,181,61,Oil,Turkmenistan,39923_32_20_2336_64_S5P
20250627,09:15:04,41.76,59.59,75,25,Gas,Turkmenistan,39923_32_20_2352_128_S5P
20250627,17:22:07,-30.17,-52.04,11,5,Coal,Brazil,39928_32_20_896_96_S5P
20250628,07:19:28,58.34,78.02,46,24,Oil,Russian Federation,39936_32_20_2704_96_S5P
20250628,08:54:52,37.62,61.91,160,52,Landfill,Turkmenistan,39937_32_20_2272_96_S5P
20250628,08:55:49,38.54,54.32,43,13,Oil,Turkmenistan,39937_32_20_2352_16_S5P
20250628,08:56:05,39.57,53.36,90,34,Oil,Turkmenistan,39937_32_20_2368_16_S5P
20250628,11:59:33,-26.56,29.22,33,13,Coal,South Africa,39939_32_20_960_112_S5P
20250628,11:59:37,-26.59,28.01,9,4,Coal,South Africa,39939_32_20_976_96_S5P
20250628,12:01:55,-18.42,26.48,6,3,Coal,Zimbabwe,39939_32_20_1136_96_S5P
20250628,20:45:27,36.96,-119.76,36,14,Landfill,United States,39944_32_20_2304_32_S5P
20250629,08:36:47,41.28,69.45,61,25,Gas,Uzbekistan,39951_32_20_2352_128_S5P
20250629,11:40:54,-26.53,29.12,21,8,Coal,South Africa,39953_32_20_992_48_S5P
20250630,08:17:55,40.92,68.87,45,17,Gas,Uzbekistan,39965_32_20_2368_64_S5P
20250630,09:56:02,29.03,48.08,27,10,Landfill,Kuwait,39966_32_20_2128_64_S5P
20250630,09:56:31,31.2,48.7,40,26,Oil,Iran,39966_32_20_2160_96_S5P
20250630,11:42:59,49.21,24.49,86,31,Gas,Ukraine,39967_32_20_2512_160_S5P
20250701,08:05:22,63.76,67.55,38,14,Oil,Russian Federation,39979_32_20_2816_128_S5P
20250701,11:24:36,50.0,18.62,9,3,Coal,Poland,39981_32_20_2560_64_S5P
20250701,17:46:24,-34.25,-58.0,74,23,Landfill,Uruguay,39985_32_20_832_80_S5P
20250701,17:46:55,-33.16,-60.81,10,4,Landfill,Argentina,39985_32_20_864_64_S5P
20250702,07:46:32,64.33,70.4,34,12,Gas,Russian Federation,39993_32_20_2848_96_S5P
20250702,11:06:03,50.12,18.44,25,11,Coal,Poland,39995_32_20_2592_32_S5P
20250702,17:27:38,-34.83,-58.63,127,50,Landfill,Argentina,39999_32_20_832_16_S5P
20250703,03:40:11,-21.77,148.37,14,6,Coal,Australia,40005_32_20_1104_48_S5P
20250703,05:36:45,32.66,116.63,74,40,Coal,China,40006_32_20_2192_128_S5P
20250703,12:26:27,45.14,8.3,4,2,Gas,Italy,40010_32_20_2448_96_S5P
20250703,20:53:47,44.02,-121.16,36,13,Gas,United States,40015_32_20_2432_64_S5P
20250704,03:20:28,-25.63,149.06,11,4,Gas,Australia,40019_32_20_1056_0_S5P
20250704,07:05:26,53.91,87.55,23,15,Coal,Russian Federation,40021_32_20_2608_128_S5P
20250704,07:05:30,54.19,87.31,25,17,Coal,Russian Federation,40021_32_20_2624_128_S5P
20250704,11:49:32,-18.5,26.39,18,6,Coal,Zimbabwe,40024_32_20_1168_48_S5P
