date,time_UTC,lat,lon,source_rate_t/h,uncertainty_t/h,source_type,source_country,id
20241002,08:02:06,60.03,60.36,65,35,Gas,Russian Federation,
20241002,09:36:40,38.19,61.81,50,19,Gas,Turkmenistan,
20241002,09:37:32,41.31,61.27,56,21,Gas,Uzbekistan,
20241002,19:44:12,31.85,-101.83,55,21,Oil,United States,
20241002,19:44:17,31.59,-103.55,23,10,Oil,United States,
20241002,19:44:27,32.58,-101.88,52,20,Oil,United States,
20241003,05:53:24,33.74,113.36,34,11,Coal,China,
20241003,05:54:01,35.77,112.55,103,41,Coal,China,
20241003,05:54:31,37.63,110.84,68,24,Coal,China,
20241003,05:54:37,37.88,113.64,41,19,Coal,China,
20241003,07:40:12,51.68,75.52,43,14,Coal,Kazakhstan,
20241003,09:17:26,37.35,61.65,159,63,Gas,Turkmenistan,
20241003,17:46:31,39.68,-80.69,46,26,Coal,United States,
20241003,19:25:15,32.17,-93.94,16,13,Gas,United States,
20241003,21:08:17,37.4,-120.85,13,6,Landfill,United States,
20241004,03:56:45,45.85,131.0,9,5,Coal,China,
20241004,08:55:00,25.45,68.64,61,22,Oil,Pakistan,
20241004,10:38:41,32.03,36.0,4,2,Landfill,Jordan,
20241004,10:38:48,32.48,36.11,5,2,Landfill,Jordan,
20241004,10:39:19,35.14,41.01,32,13,Oil,Syria,
20241004,17:28:06,39.96,-80.31,69,40,Coal,United States,
20241004,19:07:43,35.92,-97.54,16,7,Gas,United States,
20241004,19:08:08,40.03,-80.3,78,44,Coal,United States,
20241005,08:43:42,51.2,58.36,2,2,Landfill,Russian Federation,
20241005,10:17:11,24.61,46.97,12,6,Landfill,Saudi Arabia,
20241005,11:44:39,-26.58,29.09,21,8,Coal,South Africa,
20241005,18:27:38,-34.83,-59.08,45,16,Landfill,Argentina,
20241005,18:48:29,37.63,-82.65,6,3,Coal,United States,
20241005,18:49:01,39.59,-80.5,37,18,Coal,United States,
20241005,20:28:16,31.86,-101.72,33,11,Oil,United States,
20241006,08:18:46,31.64,74.72,11,4,Landfill,India,
20241006,08:22:34,41.54,59.92,52,16,Gas,Turkmenistan,
20241006,10:00:16,31.41,48.83,18,9,Oil,Iran,
20241006,10:02:24,39.06,53.71,217,92,Oil,Turkmenistan,
20241006,10:03:35,43.51,52.83,42,20,Oil,Kazakhstan,
20241006,16:31:02,-23.69,-46.46,37,14,Landfill,Brazil,
20241006,18:30:09,40.01,-80.08,110,60,Coal,United States,
20241006,20:09:18,31.33,-103.79,71,23,Oil,United States,
20241006,20:09:28,32.33,-104.22,98,33,Gas,United States,
20241006,20:09:29,31.85,-102.34,42,13,Oil,United States,
20241006,20:09:34,32.54,-102.87,16,21,Oil,United States,
20241007,07:59:07,28.6,77.33,46,18,Landfill,India,
20241007,08:02:49,38.86,64.59,20,6,Gas,Uzbekistan,
20241007,08:02:55,41.12,69.35,56,22,Gas,Uzbekistan,
20241007,09:41:38,31.58,48.65,35,16,Oil,Iran,
20241007,09:41:44,32.85,51.69,18,6,Landfill,Iran,
20241007,09:42:51,37.39,61.52,78,29,Gas,Turkmenistan,
20241007,09:43:04,38.27,53.87,50,15,Oil,Turkmenistan,
20241007,09:43:13,34.99,40.56,23,9,Oil,Syria,
20241007,09:43:26,39.37,53.8,137,63,Oil,Turkmenistan,
20241007,09:44:23,42.88,59.17,28,9,Gas,Uzbekistan,
20241007,09:46:32,50.17,50.0,85,31,Gas,Kazakhstan,
20241007,11:22:27,28.39,20.84,36,18,Oil,Libya,
20241007,18:11:12,38.52,-82.52,21,10,Gas,United States,
20241007,18:12:07,41.72,-83.62,92,34,Landfill,United States,
20241007,19:50:36,31.98,-101.88,28,9,Oil,United States,
20241007,19:50:54,32.89,-104.39,20,11,Gas,United States,
20241008,04:02:24,-22.14,148.57,14,6,Coal,Australia,
20241008,04:02:32,-21.75,148.47,21,10,Coal,Australia,
20241008,04:02:36,-21.52,148.32,12,8,Coal,Australia,
20241008,04:21:56,45.14,125.19,9,4,Oil,China,
20241008,09:23:32,36.28,59.77,10,5,Gas,Iran,
20241008,09:23:43,35.48,51.34,45,18,Gas,Iran,
20241008,09:23:54,37.92,63.45,22,7,Oil,Turkmenistan,
20241008,09:24:02,38.2,62.24,65,23,Oil,Turkmenistan,
20241008,09:24:21,38.68,54.1,65,21,Oil,Turkmenistan,
20241008,09:24:39,39.54,53.73,103,31,Oil,Turkmenistan,
20241008,09:25:52,44.51,57.02,29,10,Gas,Uzbekistan,
20241008,09:26:14,45.47,55.09,559,179,Landfill,Kazakhstan,
20241008,09:26:26,46.22,54.53,265,86,Oil,Kazakhstan,
20241008,11:04:36,35.13,40.79,24,17,Oil,Syria,
20241008,17:52:19,37.57,-81.88,11,5,Coal,United States,
20241008,19:30:41,29.19,-95.69,42,20,Gas,United States,
20241008,19:31:55,31.84,-101.83,65,22,Oil,United States,
20241008,19:31:56,31.06,-103.82,50,20,Oil,United States,
20241008,19:32:28,35.25,-97.79,43,16,Gas,United States,
20241008,19:32:35,33.68,-104.5,59,20,Gas,United States,
20241008,19:32:39,33.75,-104.86,80,31,Gas,United States,
20241008,19:32:42,36.15,-98.41,24,9,Gas,United States,
20241009,04:02:52,45.41,131.44,23,9,Coal,China,
20241009,04:03:02,45.86,130.86,18,7,Coal,China,
20241009,07:25:40,45.5,84.81,20,13,Oil,China,
20241009,09:04:56,38.02,67.35,109,35,Gas,Uzbekistan,
20241009,09:05:06,38.44,63.34,14,5,Gas,Turkmenistan,
20241009,10:45:34,35.0,40.34,12,5,Landfill,Syria,
20241009,10:45:48,35.36,40.38,8,4,Oil,Syria,
20241009,19:12:56,32.63,-96.63,6,8,Landfill,United States,
20241009,19:13:24,32.33,-101.47,80,26,Oil,United States,
20241010,05:22:37,35.49,112.57,64,56,Coal,China,
20241010,05:22:45,36.21,113.05,34,18,Coal,China,
20241010,05:23:06,36.6,109.89,13,12,Coal,China,
20241010,08:43:06,27.96,69.8,7,2,Gas,Pakistan,
20241010,08:45:56,36.27,59.61,68,46,Gas,Iran,
20241010,08:46:07,37.93,63.53,38,18,Oil,Turkmenistan,
20241010,08:46:54,38.01,53.9,67,21,Oil,Turkmenistan,
20241010,08:47:05,38.79,54.53,139,68,Oil,Turkmenistan,
20241010,10:21:10,15.6,45.88,6,3,Oil,Yemen,
20241010,10:23:32,24.6,47.01,25,8,Landfill,Saudi Arabia,
20241010,10:26:06,33.43,44.7,17,6,Landfill,Iraq,
20241010,10:26:36,34.76,41.17,28,15,Oil,Syria,
20241010,18:53:51,34.16,-84.52,6,5,Landfill,United States,
20241010,18:54:42,37.43,-81.72,18,10,Coal,United States,
20241010,18:55:05,38.05,-88.51,10,5,Coal,United States,
20241010,18:55:19,38.93,-87.43,10,6,Coal,United States,
20241010,18:55:22,39.65,-80.31,73,38,Coal,United States,
20241010,18:55:22,38.72,-90.19,10,5,Landfill,United States,
20241010,20:34:26,31.34,-103.69,69,29,Oil,United States,
20241010,20:34:42,32.23,-103.87,37,14,Oil,United States,
20241011,05:04:09,36.06,112.91,38,14,Coal,China,
20241011,05:04:27,37.75,113.59,60,20,Coal,China,
20241011,08:24:55,30.49,71.38,11,5,Landfill,Pakistan,
20241011,08:27:19,36.97,62.36,81,27,Oil,Turkmenistan,
20241011,10:06:28,31.15,48.58,24,9,Oil,Iran,
20241011,10:07:33,35.18,51.78,26,15,Gas,Iran,
20241011,10:07:59,35.27,40.52,42,14,Oil,Syria,
20241011,10:11:23,48.65,50.41,37,13,Oil,Kazakhstan,
20241011,10:12:24,51.32,38.6,113,36,Gas,Russian Federation,
20241011,18:34:54,32.8,-86.84,13,5,Gas,United States,
20241011,18:35:10,33.64,-87.25,13,12,Coal,United States,
20241011,18:35:45,37.09,-82.36,8,3,Coal,United States,
20241011,18:36:19,39.55,-80.09,79,36,Coal,United States,
20241011,20:13:50,25.69,-99.53,80,25,Gas,Mexico,
20241011,20:17:01,36.9,-98.76,44,14,Gas,United States,
20241012,04:46:59,45.29,124.83,7,3,Oil,China,
20241012,08:05:40,27.85,69.79,21,7,Gas,Pakistan,
20241012,08:06:07,30.21,71.46,14,8,Landfill,Pakistan,
20241012,08:06:54,33.58,72.93,16,5,Landfill,Pakistan,
20241012,18:16:05,34.09,-80.81,14,7,Landfill,United States,
20241012,18:16:25,34.11,-84.14,10,5,Landfill,United States,
20241012,18:16:25,35.38,-80.6,11,6,Landfill,United States,
20241012,18:16:34,33.49,-87.25,12,8,Gas,United States,
20241012,19:56:44,31.3,-103.89,27,19,Gas,United States,
20241013,04:27:56,45.27,130.89,16,8,Coal,China,
20241013,06:07:48,39.55,106.65,23,16,Coal,China,
20241013,07:49:07,38.73,80.03,10,5,Oil,China,
20241013,09:29:04,31.22,49.06,79,29,Oil,Iran,
20241013,09:29:48,35.17,51.89,27,12,Gas,Iran,
20241013,09:30:34,38.53,54.27,142,54,Oil,Turkmenistan,
20241013,17:56:50,30.84,-82.06,39,22,Landfill,United States,
20241013,17:57:44,34.7,-81.63,14,8,Landfill,United States,
20241013,17:58:38,40.22,-74.69,33,21,Landfill,United States,
20241013,19:38:07,31.42,-103.13,30,26,Oil,United States,
20241013,19:38:11,32.63,-101.12,40,17,Oil,United States,
20241014,05:47:34,35.52,112.69,57,24,Coal,China,
20241014,05:47:45,36.09,112.73,73,29,Coal,China,
20241014,05:48:02,36.58,109.78,7,3,Coal,China,
20241014,05:50:12,42.76,101.1,16,7,Landfill,Mongolia,
20241014,09:15:44,51.71,47.36,39,16,Landfill,Russian Federation,
20241014,09:16:16,55.31,56.43,4,3,Oil,Russian Federation,
20241014,09:16:47,55.83,47.12,85,35,Landfill,Russian Federation,
20241014,10:51:07,31.93,36.26,7,5,Landfill,Jordan,
20241014,19:18:44,32.85,-86.9,21,12,Gas,United States,
20241015,05:28:19,33.93,113.39,26,12,Coal,China,
20241015,05:28:53,35.62,112.52,242,85,Coal,China,
20241015,05:29:21,37.3,111.0,52,29,Coal,China,
20241015,08:52:27,38.15,62.55,47,21,Oil,Turkmenistan,
20241015,08:54:43,43.56,52.23,72,28,Oil,Kazakhstan,
20241015,08:56:41,52.69,55.65,7,4,Oil,Russian Federation,
20241015,10:27:25,15.86,45.87,26,12,Oil,Yemen,
20241015,10:32:26,32.14,36.24,16,11,Landfill,Jordan,
20241015,10:32:52,35.08,40.71,10,8,Oil,Syria,
20241015,10:35:58,42.26,25.24,54,29,Landfill,Bulgaria,
20241015,19:00:10,32.22,-93.65,12,12,Gas,United States,
20241015,20:40:43,31.23,-103.68,36,25,Oil,United States,
20241015,20:40:55,31.92,-103.6,60,23,Oil,United States,
20241016,08:29:55,24.96,67.12,137,51,Landfill,Pakistan,
20241016,08:34:10,40.23,63.38,52,16,Gas,Uzbekistan,
20241016,08:37:58,53.45,59.2,8,3,Landfill,Russian Federation,
20241016,10:11:04,24.92,46.63,11,4,Landfill,Saudi Arabia,
20241016,10:12:34,30.66,49.84,78,24,Oil,Iran,
20241016,10:12:45,31.24,48.82,17,9,Oil,Iran,
20241016,18:21:34,-34.09,-59.66,79,28,Landfill,Argentina,
20241016,18:43:24,39.25,-94.74,21,8,Landfill,United States,
20241016,20:21:44,31.27,-103.85,29,17,Gas,United States,
20241017,06:37:55,54.64,86.11,42,17,Coal,Russian Federation,
20241017,08:14:39,38.07,67.32,165,70,Gas,Uzbekistan,
20241017,08:15:02,37.91,63.43,22,12,Oil,Turkmenistan,
20241017,08:15:23,41.04,68.69,34,31,Gas,Kazakhstan,
20241017,08:17:58,51.69,75.53,29,10,Coal,Kazakhstan,
20241017,09:55:46,38.6,54.09,90,37,Oil,Turkmenistan,
20241017,18:22:41,34.28,-84.41,5,4,Landfill,United States,
20241017,18:22:42,33.4,-87.26,29,15,Gas,United States,
20241017,18:23:44,38.14,-85.76,2,1,Landfill,United States,
20241017,18:23:45,39.65,-80.4,40,20,Coal,United States,
20241017,18:23:48,38.41,-85.75,2,1,Landfill,United States,
20241017,18:24:04,38.89,-87.37,7,4,Coal,United States,
20241018,06:18:36,53.58,91.01,11,8,Coal,Russian Federation,
20241018,06:19:13,54.55,86.14,20,12,Coal,Russian Federation,
20241018,06:19:36,55.25,83.38,55,21,Landfill,Russian Federation,
20241018,07:56:13,37.6,65.89,95,46,Gas,Turkmenistan,
20241018,07:59:03,51.72,75.44,23,7,Coal,Kazakhstan,
20241018,08:00:01,55.3,83.64,54,23,Gas,Russian Federation,
20241018,11:21:54,49.99,18.68,11,6,Coal,Poland,
20241018,11:22:33,53.74,27.73,18,10,Landfill,Belarus,
20241018,17:43:44,-34.66,-58.43,36,12,Landfill,Argentina,
20241018,18:05:06,39.93,-80.25,49,24,Coal,United States,
20241019,09:18:25,40.96,60.77,35,24,Gas,Turkmenistan,
20241019,10:58:20,35.37,40.35,40,14,Oil,Syria,
20241019,17:24:44,-35.33,-58.65,50,20,Landfill,Argentina,
20241019,17:46:32,39.88,-80.76,22,12,Coal,United States,
20241019,19:25:13,33.45,-87.26,26,14,Gas,United States,
20241020,03:37:27,-21.89,148.01,10,6,Coal,Australia,
20241020,07:21:30,51.71,75.51,42,15,Coal,Kazakhstan,
20241020,08:54:51,24.96,67.12,52,32,Landfill,Pakistan,
20241020,08:58:21,37.44,66.52,72,30,Gas,Turkmenistan,
20241020,08:58:29,38.09,67.36,89,40,Gas,Uzbekistan,
20241020,08:58:34,37.95,63.18,60,29,Oil,Turkmenistan,
20241020,08:58:47,38.89,64.73,15,6,Gas,Uzbekistan,
20241020,10:36:14,25.03,46.95,15,6,Landfill,Saudi Arabia,
20241020,10:39:12,35.15,40.62,54,18,Oil,Syria,
20241020,10:44:50,53.8,27.64,11,4,Landfill,Belarus,
20241020,17:27:57,39.61,-80.09,78,45,Coal,United States,
20241020,19:06:14,33.37,-87.2,35,18,Gas,United States,
20241020,19:06:25,34.29,-84.52,11,7,Landfill,United States,
20241020,19:06:28,32.18,-93.5,16,9,Gas,United States,
20241020,19:06:34,34.67,-86.52,6,3,Landfill,United States,
20241020,19:06:45,35.27,-87.05,5,2,Gas,United States,
20241020,19:06:51,34.57,-92.46,5,2,Landfill,United States,
20241020,19:08:01,39.69,-80.22,74,36,Coal,United States,
20241021,05:16:52,38.0,113.48,65,22,Coal,China,
20241021,08:36:05,25.01,67.07,100,45,Landfill,Pakistan,
20241021,10:17:11,24.55,46.29,19,7,Landfill,Saudi Arabia,
20241021,10:19:53,31.85,36.41,20,10,Landfill,Jordan,
20241021,18:47:29,33.47,-87.26,29,16,Gas,United States,
20241021,18:47:30,34.3,-84.44,8,4,Landfill,United States,
20241021,18:48:06,35.05,-89.93,6,3,Landfill,United States,
20241021,18:48:06,35.94,-86.39,3,3,Landfill,United States,
20241021,18:48:13,37.13,-82.39,7,4,Coal,United States,
20241021,18:48:20,37.6,-81.67,3,1,Coal,United States,
20241021,18:48:55,39.36,-84.52,7,3,Landfill,United States,
20241021,18:49:01,39.67,-80.35,61,25,Coal,United States,
20241021,20:27:48,29.25,-111.03,8,4,Coal,Mexico,
20241021,20:28:20,32.24,-101.93,87,28,Oil,United States,
20241021,20:29:22,35.61,-109.36,13,4,Gas,United States,
20241022,08:17:27,24.92,67.05,69,28,Landfill,Pakistan,
20241022,10:05:49,50.58,39.71,82,28,Gas,Russian Federation,
20241022,18:28:50,33.54,-87.34,26,16,Coal,United States,
20241022,18:29:02,36.22,-80.32,3,2,Landfill,United States,
20241022,18:29:09,37.05,-77.1,5,4,Landfill,United States,
20241022,18:29:24,37.17,-82.35,24,13,Coal,United States,
20241022,18:30:04,39.93,-80.57,114,58,Coal,United States,
20241022,20:09:05,31.2,-102.49,24,16,Oil,United States,
20241022,20:09:10,31.78,-101.93,12,6,Oil,United States,
20241023,04:39:42,39.33,116.54,156,74,Oil,China,
20241023,04:39:52,42.31,123.54,9,4,Coal,China,
20241023,06:19:10,35.61,112.84,76,27,Coal,China,
20241023,06:19:16,36.24,112.74,192,64,Coal,China,
20241023,13:03:10,28.61,7.61,9,6,Gas,Algeria,
20241023,18:10:19,33.61,-87.07,27,12,Coal,United States,
20241023,19:49:50,31.01,-89.17,25,10,Gas,United States,
20241024,04:22:13,46.6,125.0,25,8,Landfill,China,
20241024,06:00:09,35.71,112.45,106,37,Coal,China,
20241024,06:00:28,36.6,109.65,67,24,Oil,China,
20241024,06:00:39,37.36,110.96,97,56,Coal,China,
20241024,06:00:44,37.72,113.61,83,27,Coal,China,
20241024,09:20:00,24.86,66.85,125,39,Landfill,Pakistan,
20241024,09:24:24,40.13,62.88,6,3,Gas,Uzbekistan,
20241024,17:52:34,39.71,-80.21,43,20,Coal,United States,
20241024,19:30:40,30.22,-94.18,15,8,Gas,United States,
20241024,19:30:43,29.96,-95.26,34,12,Landfill,United States,
20241024,19:31:47,31.98,-102.48,409,127,Oil,United States,
20241025,05:41:14,35.71,112.48,83,30,Coal,China,
20241025,05:41:24,36.34,112.91,86,38,Coal,China,
20241025,09:01:03,24.86,67.32,138,44,Landfill,Pakistan,
20241025,10:45:30,35.27,40.56,69,22,Oil,Syria,
20241025,19:12:28,33.43,-87.09,34,17,Coal,United States,
20241025,19:13:03,31.11,-101.38,48,24,Oil,United States,
20241026,08:42:14,24.91,67.13,137,58,Landfill,Pakistan,
20241026,10:26:35,35.25,40.35,47,16,Landfill,Syria,
20241026,10:30:13,48.25,37.06,10,5,Gas,Ukraine,
20241026,12:07:02,28.64,6.89,17,7,Gas,Algeria,
20241026,18:53:38,33.61,-87.0,37,19,Coal,United States,
20241026,18:53:40,34.17,-83.94,17,9,Landfill,United States,
20241026,20:34:31,32.29,-101.84,34,12,Oil,United States,
20241027,08:21:31,19.12,72.87,79,28,Gas,India,
20241027,08:22:45,23.04,72.66,63,38,Oil,India,
20241027,08:23:32,24.89,67.14,155,48,Landfill,Pakistan,
20241027,10:07:53,35.33,40.35,17,7,Oil,Syria,
20241027,18:35:47,37.95,-82.06,8,3,Coal,United States,
20241027,18:36:13,39.66,-80.46,11,7,Coal,United States,
20241027,18:36:15,40.03,-80.27,17,8,Coal,United States,
20241027,20:15:19,31.21,-103.17,13,9,Gas,United States,
20241027,20:15:39,32.71,-101.46,214,78,Oil,United States,
20241028,04:46:03,42.43,123.56,9,5,Coal,China,
20241028,08:05:01,24.87,67.03,104,43,Landfill,Pakistan,
20241028,09:47:43,32.73,51.72,28,11,Landfill,Iran,
20241028,09:49:13,35.34,40.45,35,13,Landfill,Syria,
20241028,09:49:18,38.86,54.01,66,23,Oil,Turkmenistan,
20241028,17:56:04,-34.55,-58.62,68,23,Landfill,Argentina,
20241028,19:56:46,32.13,-103.93,55,18,Oil,United States,
20241029,09:26:19,25.03,67.28,69,29,Landfill,Pakistan,
20241029,09:29:34,36.21,59.77,13,7,Gas,Iran,
20241029,09:29:59,37.65,61.99,39,23,Landfill,Turkmenistan,
20241029,09:30:25,38.66,54.3,75,23,Oil,Turkmenistan,
20241029,09:30:38,39.4,53.81,100,40,Oil,Turkmenistan,
20241029,12:55:05,45.14,10.58,23,9,Gas,Italy,
20241029,17:37:16,-34.56,-58.52,58,19,Landfill,Argentina,
20241030,03:46:36,-32.6,151.02,35,19,Coal,Australia,
20241030,09:07:18,24.89,67.34,136,67,Landfill,Pakistan,
20241030,09:07:37,26.23,68.37,33,17,Landfill,Pakistan,
20241030,09:10:40,36.3,59.67,14,9,Gas,Iran,
20241030,09:11:02,37.57,61.96,43,14,Landfill,Turkmenistan,
20241030,09:11:21,39.22,65.59,16,7,Gas,Uzbekistan,
20241030,09:11:51,39.35,54.06,37,16,Oil,Turkmenistan,
20241031,05:30:08,39.91,106.55,18,8,Coal,China,
20241031,08:48:23,24.85,66.82,178,55,Landfill,Pakistan,
20241031,08:52:10,38.02,63.25,17,6,Oil,Turkmenistan,
20241031,08:52:51,40.96,68.75,51,36,Gas,Uzbekistan,
20241031,08:53:00,38.64,54.16,82,29,Oil,Turkmenistan,
20241031,12:17:08,45.13,10.68,16,7,Gas,Italy,
20241101,08:28:28,22.11,73.2,12,7,Oil,India,
20241101,08:28:46,22.78,72.6,12,6,Oil,India,
20241101,08:29:35,24.93,67.11,139,49,Landfill,Pakistan,
20241101,08:29:50,26.1,68.88,9,3,Landfill,Pakistan,
20241101,08:31:40,33.62,73.08,44,18,Landfill,Pakistan,
20241101,08:33:25,38.0,63.19,21,9,Oil,Turkmenistan,
20241101,08:33:26,37.62,62.0,35,20,Landfill,Turkmenistan,
20241101,11:58:28,45.28,10.71,56,23,Gas,Italy,
20241101,18:42:32,39.97,-82.11,18,9,Gas,United States,
20241102,04:51:40,37.71,113.42,113,36,Coal,China,
20241102,04:53:21,46.64,125.03,34,13,Landfill,China,
20241102,08:11:03,24.91,67.1,131,44,Landfill,Pakistan,
20241102,08:12:03,30.29,71.52,10,4,Landfill,Pakistan,
20241102,08:12:49,33.56,72.99,29,11,Landfill,Pakistan,
20241102,08:15:03,39.59,64.21,7,4,Gas,Uzbekistan,
20241102,09:49:52,15.67,45.9,38,15,Oil,Yemen,
20241102,09:53:56,32.78,51.89,15,14,Landfill,Iran,
20241102,09:54:34,35.17,51.59,48,23,Gas,Iran,
20241102,09:55:21,38.01,53.85,76,39,Oil,Turkmenistan,
20241102,09:55:42,39.49,53.67,110,45,Oil,Turkmenistan,
20241102,11:39:48,45.44,9.7,18,10,Gas,Italy,
20241102,18:23:33,39.94,-80.07,22,16,Coal,United States,
20241103,07:55:07,38.72,80.11,11,4,Oil,China,
20241104,09:14:07,25.28,55.44,18,7,Landfill,United Arab Emirates,
20241105,05:34:12,33.8,113.3,7,2,Coal,China,
20241105,08:54:29,25.01,67.12,121,46,Landfill,Pakistan,
20241105,10:35:49,24.83,46.77,28,10,Landfill,Saudi Arabia,
20241105,10:38:09,31.33,34.66,5,4,Landfill,Israel,
20241105,12:21:03,36.73,10.19,11,7,Landfill,Tunisia,
20241106,10:20:05,35.26,40.46,9,6,Landfill,Syria,
20241107,08:17:07,24.96,67.14,94,34,Landfill,Pakistan,
20241108,17:49:30,-34.59,-58.6,34,19,Landfill,Argentina,
20241109,04:01:55,-21.96,148.26,9,4,Coal,Australia,
20241109,07:43:27,40.86,72.07,6,3,Gas,Uzbekistan,
20241109,07:43:48,41.07,69.04,20,7,Gas,Uzbekistan,
20241109,09:19:40,24.93,67.12,100,62,Landfill,Pakistan,
20241109,09:23:18,37.6,61.65,83,28,Gas,Turkmenistan,
20241109,09:23:37,37.78,53.87,20,11,Oil,Turkmenistan,
20241109,09:23:37,38.68,63.82,36,12,Oil,Turkmenistan,
20241109,09:23:46,38.92,58.93,50,16,Gas,Turkmenistan,
20241109,09:24:06,39.33,53.78,195,62,Oil,Turkmenistan,
20241109,12:47:46,40.31,-3.66,23,10,Landfill,Spain,
20241109,17:30:35,-35.08,-58.54,54,18,Landfill,Argentina,
20241109,19:31:10,31.67,-101.36,79,26,Oil,United States,
20241109,19:31:25,33.98,-95.97,111,48,Gas,United States,
20241109,19:31:35,32.25,-104.12,70,33,Gas,United States,
20241110,03:43:11,-21.9,147.97,15,6,Coal,Australia,
20241110,05:40:16,33.8,113.38,28,11,Coal,China,
20241110,07:19:50,27.62,95.43,26,12,Gas,India,
20241110,09:00:41,25.07,67.3,118,48,Landfill,Pakistan,
20241110,09:04:08,36.27,59.71,26,12,Gas,Iran,
20241110,09:04:19,37.58,61.93,61,18,Landfill,Turkmenistan,
20241110,09:04:38,38.17,59.35,62,19,Gas,Turkmenistan,
20241110,09:04:52,37.78,53.97,50,15,Oil,Turkmenistan,
20241110,09:04:52,39.97,60.78,4,2,Gas,Turkmenistan,
20241110,09:05:24,39.36,53.8,106,34,Oil,Turkmenistan,
20241111,05:21:00,32.85,116.49,30,13,Coal,China,
20241111,07:00:49,27.31,95.33,29,19,Oil,India,
20241111,08:45:21,36.38,59.63,14,7,Gas,Iran,
20241111,08:45:31,38.02,63.67,9,4,Oil,Turkmenistan,
20241111,08:45:37,37.6,61.9,63,21,Gas,Turkmenistan,
20241111,08:45:49,39.68,66.84,37,19,Gas,Uzbekistan,
20241111,10:22:59,24.62,46.89,21,10,Landfill,Saudi Arabia,
20241111,10:26:01,34.79,40.36,4,2,Landfill,Syria,
20241111,12:10:36,45.35,10.19,32,22,Landfill,Italy,
20241111,18:54:59,39.53,-89.95,29,11,Coal,United States,
20241111,20:33:55,31.3,-103.02,64,26,Gas,United States,
20241111,20:35:35,37.27,-109.24,12,8,Oil,United States,
20241112,05:04:29,42.43,123.62,9,5,Coal,China,
20241112,08:22:10,22.66,72.45,9,6,Oil,India,
20241112,10:01:47,15.45,46.16,18,6,Oil,Yemen,
20241112,10:04:14,24.66,46.85,48,15,Landfill,Saudi Arabia,
20241112,13:21:40,6.44,6.88,28,19,Unclassified,Nigeria,
20241112,18:34:27,33.41,-87.21,20,10,Gas,United States,
20241113,04:46:11,45.17,131.04,33,23,Coal,China,
20241113,09:45:24,24.63,46.85,22,11,Landfill,Saudi Arabia,
20241113,09:48:42,35.23,40.62,28,13,Oil,Syria,
20241113,09:50:12,43.59,52.58,47,16,Oil,Kazakhstan,
20241113,09:50:34,45.05,56.08,64,20,Gas,Kazakhstan,
20241113,11:33:04,45.16,10.59,28,17,Gas,Italy,
20241113,17:55:34,-34.23,-58.35,63,35,Landfill,Argentina,
20241114,09:28:22,31.23,49.24,37,14,Oil,Iran,
20241114,09:29:43,38.5,60.79,22,8,Gas,Turkmenistan,
20241114,09:29:56,38.66,54.24,57,27,Oil,Turkmenistan,
20241114,09:30:12,39.4,53.76,77,25,Oil,Turkmenistan,
20241114,09:30:59,42.52,58.69,110,42,Gas,Turkmenistan,
20241114,12:51:02,31.93,5.98,19,7,Gas,Algeria,
20241114,19:37:35,32.64,-101.73,97,38,Oil,United States,
20241114,19:37:52,34.76,-97.59,7,2,Gas,United States,
20241115,09:06:56,24.93,67.1,24,7,Landfill,Pakistan,
20241115,09:10:37,37.65,61.74,60,20,Gas,Turkmenistan,
20241115,09:10:47,38.49,65.69,16,5,Gas,Uzbekistan,
20241115,09:11:15,38.68,54.22,84,25,Oil,Turkmenistan,
20241115,09:11:32,39.35,53.76,75,23,Oil,Turkmenistan,
20241115,09:11:36,41.42,68.24,69,20,Landfill,Kazakhstan,
20241115,10:45:40,15.39,45.69,16,7,Oil,Yemen,
20241115,10:51:20,34.95,41.2,44,20,Oil,Syria,
20241115,12:32:14,31.82,5.57,25,9,Gas,Algeria,
20241115,12:35:44,45.26,10.5,6,4,Landfill,Italy,
20241115,19:18:13,32.06,-93.72,8,4,Gas,United States,
20241115,19:18:38,32.69,-96.8,33,13,Landfill,United States,
20241115,19:18:59,31.46,-103.72,21,9,Oil,United States,
20241116,05:31:07,43.12,101.26,29,13,Landfill,Mongolia,
20241116,07:07:06,27.36,95.34,24,12,Oil,India,
20241116,08:51:32,36.55,61.54,31,13,Oil,Turkmenistan,
20241116,08:51:33,36.1,59.51,80,26,Landfill,Iran,
20241116,08:51:48,37.61,62.29,87,34,Gas,Turkmenistan,
20241116,10:26:49,15.47,46.04,11,5,Oil,Yemen,
20241116,10:30:38,29.6,47.96,34,16,Landfill,Kuwait,
20241116,12:13:47,31.97,5.75,17,7,Gas,Algeria,
20241116,18:59:30,33.54,-87.02,7,6,Coal,United States,
20241116,18:59:47,34.69,-86.6,2,2,Landfill,United States,
20241116,18:59:50,35.35,-80.69,10,7,Gas,United States,
20241117,05:10:09,37.85,113.64,61,22,Coal,China,
20241117,05:10:35,39.36,112.59,21,14,Coal,China,
20241117,05:10:48,39.4,110.5,4,3,Coal,China,
20241117,08:33:10,37.6,61.34,74,58,Oil,Turkmenistan,
20241117,08:33:45,40.27,63.21,14,8,Gas,Uzbekistan,
20241117,10:10:29,25.09,47.26,28,10,Gas,Saudi Arabia,
20241117,20:22:58,36.83,-108.16,24,15,Gas,United States,
